rollno,register_sem,schedule_sem,subno,grade1,date_of_entry1,grade2,date_of_entry2,sub_type
1801CE07,7,7,CE495,,7/24/2021 10:12:58,,7/24/2021 10:12:58,CORE
1801CS09,7,7,CS555,,7/23/2021 10:03:57,,7/23/2021 10:03:57,Department Elective - III
1801CS09,7,7,CS571,,7/23/2021 10:03:57,,7/23/2021 10:03:57,Department Elective - II
1801CS09,7,7,CS577,,7/23/2021 10:03:57,,7/23/2021 10:03:57,Department Elective - IV
1801CE07,7,7,CE549,,7/24/2021 10:12:58,,7/24/2021 10:12:58,Department Elective - I
1801CS10,7,7,CS491,,7/23/2021 01:05:45,,7/23/2021 01:05:45,CORE
1801CS10,7,7,CS555,,7/23/2021 01:05:45,,7/23/2021 01:05:45,Department Elective - III
1801CS10,7,7,CS571,,7/23/2021 01:05:45,,7/23/2021 01:05:45,Department Elective - II
1801CS10,7,7,CS577,,7/23/2021 01:05:45,,7/23/2021 01:05:45,Department Elective - IV
1801CS10,7,7,PH401,,7/23/2021 01:05:45,,7/23/2021 01:05:45,Open Elective
1801CS11,7,7,CS491,,7/23/2021 12:31:09,,7/23/2021 12:31:09,CORE
1801CS11,7,7,CS555,,7/23/2021 12:31:09,,7/23/2021 12:31:09,Department Elective - III
1801CS11,7,7,CS571,,7/23/2021 12:31:09,,7/23/2021 12:31:09,Department Elective - II
1801CS11,7,7,CS577,,7/23/2021 12:31:09,,7/23/2021 12:31:09,Department Elective - IV
1801CS11,7,7,PH401,,7/23/2021 12:31:09,,7/23/2021 12:31:09,Open Elective
1801CS12,7,7,CS491,,7/23/2021 13:14:12,,7/23/2021 13:14:12,CORE
1801CS12,7,7,CS555,,7/23/2021 13:14:12,,7/23/2021 13:14:12,Department Elective - III
1801CS12,7,7,CS571,,7/23/2021 13:14:12,,7/23/2021 13:14:12,Department Elective - II
1801CS12,7,7,CS577,,7/23/2021 13:14:12,,7/23/2021 13:14:12,Department Elective - IV
1801CS12,7,7,HS451,,7/23/2021 13:14:12,,7/23/2021 13:14:12,Open Elective
1801CS13,7,7,CS491,,7/23/2021 10:14:17,,7/23/2021 10:14:17,CORE
1801CS13,7,7,CS555,,7/23/2021 10:14:17,,7/23/2021 10:14:17,Department Elective - III
1801CS13,7,7,CS571,,7/23/2021 10:14:17,,7/23/2021 10:14:17,Department Elective - II
1801CS13,7,7,CS577,,7/23/2021 10:14:17,,7/23/2021 10:14:17,Department Elective - IV
1801CS13,7,7,PH401,,7/23/2021 10:14:17,,7/23/2021 10:14:17,Open Elective
1801CS14,7,7,CS491,,7/23/2021 10:15:06,,7/23/2021 10:15:06,CORE
1801CS14,7,7,CS555,,7/23/2021 10:15:06,,7/23/2021 10:15:06,Department Elective - III
1801CS14,7,7,CS571,,7/23/2021 10:15:06,,7/23/2021 10:15:06,Department Elective - II
1801CS14,7,7,CS577,,7/23/2021 10:15:06,,7/23/2021 10:15:06,Department Elective - IV
1801CS14,7,7,PH401,,7/23/2021 10:15:06,,7/23/2021 10:15:06,Open Elective
1801CS16,7,7,CS491,,7/23/2021 10:34:22,,7/23/2021 10:34:22,CORE
1801CS16,7,7,CS555,,7/23/2021 10:34:22,,7/23/2021 10:34:22,Department Elective - III
1801CS16,7,7,CS571,,7/23/2021 10:34:22,,7/23/2021 10:34:22,Department Elective - II
1801CS16,7,7,CS577,,7/23/2021 10:34:22,,7/23/2021 10:34:22,Department Elective - IV
1801CS16,7,7,PH401,,7/23/2021 10:34:22,,7/23/2021 10:34:22,Open Elective
1801CS18,7,7,CS491,,7/23/2021 10:07:42,,7/23/2021 10:07:42,CORE
1801CB21,7,7,CB405,,7/23/2021 13:54:43,,7/23/2021 13:54:43,CORE
1801CS18,7,7,CS571,,7/23/2021 10:07:42,,7/23/2021 10:07:42,Department Elective - II
1801CS18,7,7,CS577,,7/23/2021 10:07:42,,7/23/2021 10:07:42,Department Elective - IV
1801CS18,7,7,PH401,,7/23/2021 10:07:42,,7/23/2021 10:07:42,Open Elective
1801CS19,7,7,CS491,,7/23/2021 01:12:49,,7/23/2021 01:12:49,CORE
1801CS19,7,7,CS555,,7/23/2021 01:12:49,,7/23/2021 01:12:49,Department Elective - III
1801CS19,7,7,CS571,,7/23/2021 01:12:49,,7/23/2021 01:12:49,Department Elective - II
1801CS19,7,7,CS577,,7/23/2021 01:12:49,,7/23/2021 01:12:49,Department Elective - IV
1801CS19,7,7,PH401,,7/23/2021 01:12:49,,7/23/2021 01:12:49,Open Elective
1801CE10,7,7,HS451,,7/24/2021 14:08:16,,7/24/2021 14:08:16,Open Elective - III
1801CB21,7,7,CB417,,7/23/2021 13:54:43,,7/23/2021 13:54:43,CORE
2012MA13,3,3,MA525,,3/23/2021 13:43:16,,3/23/2021 13:43:16,CORE
1801CE14,7,7,CE495,,7/23/2021 19:44:42,,7/23/2021 19:44:42,CORE
2012MA13,3,3,MA521,,3/23/2021 13:43:16,,3/23/2021 13:43:16,CORE
1801CS21,7,7,CS491,,7/23/2021 10:04:00,,7/23/2021 10:04:00,CORE
1801CB21,7,7,PH401,,7/23/2021 13:54:43,,7/23/2021 13:54:43,Open Elective - III
1801CS21,7,7,CS571,,7/23/2021 10:04:00,,7/23/2021 10:04:00,Department Elective - II
1801CS21,7,7,CS577,,7/23/2021 10:04:00,,7/23/2021 10:04:00,Department Elective - IV
1801CS21,7,7,PH401,,7/23/2021 10:04:00,,7/23/2021 10:04:00,Open Elective
1801CS22,7,7,CS491,,7/23/2021 10:26:21,,7/23/2021 10:26:21,CORE
1801CS22,7,7,CS555,,7/23/2021 10:26:21,,7/23/2021 10:26:21,Department Elective - IV
1801CS22,7,7,CS571,,7/23/2021 10:26:21,,7/23/2021 10:26:21,Department Elective - II
1801CS22,7,7,CS577,,7/23/2021 10:26:21,,7/23/2021 10:26:21,Department Elective - III
1801CS22,7,7,PH401,,7/23/2021 10:26:21,,7/23/2021 10:26:21,Open Elective
1801CB11,7,7,CB417,,7/23/2021 10:48:41,,7/23/2021 10:48:41,CORE
1801CS23,7,7,CS555,,7/23/2021 10:07:50,,7/23/2021 10:07:50,Department Elective - III
1801CS23,7,7,CS571,,7/23/2021 10:07:50,,7/23/2021 10:07:50,Department Elective - II
1801CS23,7,7,CS577,,7/23/2021 10:07:50,,7/23/2021 10:07:50,Department Elective - IV
1801CS23,7,7,PH401,,7/23/2021 10:07:50,,7/23/2021 10:07:50,Open Elective
1801CS24,7,7,CS491,,7/24/2021 16:08:57,,7/24/2021 16:08:57,CORE
1801CS24,7,7,CS564,,7/24/2021 16:08:57,,7/24/2021 16:08:57,Department Elective - III
1801CS24,7,7,CS571,,7/24/2021 16:08:57,,7/24/2021 16:08:57,Department Elective - II
1801CS24,7,7,CS577,,7/24/2021 16:08:57,,7/24/2021 16:08:57,Department Elective - IV
1801CS24,7,7,PH401,,7/24/2021 16:08:57,,7/24/2021 16:08:57,Open Elective
1801CS25,7,7,CS491,,7/23/2021 01:11:40,,7/23/2021 01:11:40,CORE
1801CS25,7,7,CS555,,7/23/2021 01:11:40,,7/23/2021 01:11:40,Department Elective - III
1801CS25,7,7,CS571,,7/23/2021 01:11:40,,7/23/2021 01:11:40,Department Elective - II
1801CS25,7,7,CS577,,7/23/2021 01:11:40,,7/23/2021 01:11:40,Department Elective - IV
1801CS25,7,7,PH401,,7/23/2021 01:11:40,,7/23/2021 01:11:40,Open Elective
1801CS26,7,7,CS491,,7/23/2021 10:07:47,,7/23/2021 10:07:47,CORE
1801CS26,7,7,CS555,,7/23/2021 10:07:47,,7/23/2021 10:07:47,Department Elective - III
1801CS26,7,7,CS571,,7/23/2021 10:07:47,,7/23/2021 10:07:47,Department Elective - II
1801CE16,7,7,CE571,,7/24/2021 10:04:21,,7/24/2021 10:04:21,Department Elective - III
1801CS26,7,7,PH401,,7/23/2021 10:07:47,,7/23/2021 10:07:47,Open Elective
1801CS27,7,7,CS491,,7/23/2021 14:39:53,,7/23/2021 14:39:53,CORE
1801CE16,7,7,PH401,,7/24/2021 10:04:21,,7/24/2021 10:04:21,Open Elective - III
1801CS27,7,7,CS571,,7/23/2021 14:39:53,,7/23/2021 14:39:53,Department Elective - II
1801CE17,7,7,CE491,,7/23/2021 19:42:52,,7/23/2021 19:42:52,CORE
1801CS27,7,7,PH401,,7/23/2021 14:39:53,,7/23/2021 14:39:53,Open Elective
1801CS28,7,7,CS491,,7/23/2021 11:03:46,,7/23/2021 11:03:46,CORE
1801CS28,7,7,CS555,,7/23/2021 11:03:46,,7/23/2021 11:03:46,Department Elective - III
1801CS28,7,7,CS571,,7/23/2021 11:03:46,,7/23/2021 11:03:46,Department Elective - II
1801CS28,7,7,CS577,,7/23/2021 11:03:46,,7/23/2021 11:03:46,Department Elective - IV
1801CS28,7,7,PH401,,7/23/2021 11:03:46,,7/23/2021 11:03:46,Open Elective
1801CS29,7,7,CS491,,7/23/2021 10:07:49,,7/23/2021 10:07:49,CORE
1801CS29,7,7,CS555,,7/23/2021 10:07:49,,7/23/2021 10:07:49,Department Elective - III
1801CS29,7,7,CS571,,7/23/2021 10:07:49,,7/23/2021 10:07:49,Department Elective - II
1801CS29,7,7,CS577,,7/23/2021 10:07:49,,7/23/2021 10:07:49,Department Elective - IV
1801CS29,7,7,PH401,,7/23/2021 10:07:49,,7/23/2021 10:07:49,Open Elective
1801CS30,7,7,CS491,,7/23/2021 12:37:28,,7/23/2021 12:37:28,CORE
1801CS30,7,7,CS555,,7/23/2021 12:37:28,,7/23/2021 12:37:28,Department Elective - III
1801CS30,7,7,CS571,,7/23/2021 12:37:28,,7/23/2021 12:37:28,Department Elective - II
1801CE18,7,7,CE543,,7/24/2021 09:33:36,,7/24/2021 09:33:36,Department Elective - II
1801CB12,7,7,CB409,,7/23/2021 12:09:36,,7/23/2021 12:09:36,CORE
2121EE01,2,2,CS564,,3/25/2021 23:29:15,,3/25/2021 23:29:15,CREDIT
2012MA09,3,3,MA529,,3/25/2021 12:05:31,,3/25/2021 12:05:31,Elective - II
1801CE18,7,7,CE571,,7/24/2021 09:33:36,,7/24/2021 09:33:36,Department Elective - III
1801CB24,7,7,CB401,,7/24/2021 10:13:45,,7/24/2021 10:13:45,CORE
1801CE18,7,7,PH401,,7/24/2021 09:33:36,,7/24/2021 09:33:36,Open Elective - III
2121HS01,2,2,HS733,,3/23/2021 11:47:50,,3/23/2021 11:47:50,AUDIT
1801CS32,7,7,CS555,,7/23/2021 15:59:11,,7/23/2021 15:59:11,Department Elective - II
1801CS32,7,7,CS571,,7/23/2021 15:59:11,,7/23/2021 15:59:11,Department Elective - III
1801CS32,7,7,CS577,,7/23/2021 15:59:11,,7/23/2021 15:59:11,Department Elective - IV
1801CS32,7,7,HS451,,7/23/2021 15:59:11,,7/23/2021 15:59:11,Open Elective
1801CE19,7,7,CE543,,7/23/2021 19:45:17,,7/23/2021 19:45:17,Department Elective - II
1801CS33,7,7,CS544,,7/23/2021 00:19:58,,7/23/2021 00:19:58,Department Elective - IV
1801CB07,7,7,CB409,,7/23/2021 11:17:12,,7/23/2021 11:17:12,CORE
2121PH06,2,2,PH701,,3/25/2021 10:14:48,,3/25/2021 10:14:48,CREDIT
2121ME13,2,2,ME533,,3/25/2021 18:40:05,,3/25/2021 18:40:05,CREDIT
2121ME06,2,2,MH503,,3/24/2021 17:54:29,,3/24/2021 17:54:29,CREDIT
2121ME13,2,2,MH503,,3/25/2021 18:40:05,,3/25/2021 18:40:05,CREDIT
2121HS13,2,2,HS725,,7/26/2021 12:42:59,,7/26/2021 12:42:59,CREDIT
2121MA03,2,2,MA529,,3/24/2021 22:17:35,,3/24/2021 22:17:35,CREDIT
2121EE11,2,2,EE525,,3/25/2021 09:17:02,,3/25/2021 09:17:02,CREDIT
2121MA04,2,2,MA533,,7/24/2021 14:23:54,,7/24/2021 14:23:54,CREDIT
2121ME01,2,2,ME537,,3/25/2021 15:54:46,,3/25/2021 15:54:46,CREDIT
2121HS11,2,2,HS725,,3/24/2021 09:45:52,,3/24/2021 09:45:52,CREDIT
2121EE11,2,2,CS564,,3/25/2021 09:17:02,,3/25/2021 09:17:02,CREDIT
2121HS07,2,2,HS733,,3/23/2021 08:57:32,,3/23/2021 08:57:32,AUDIT
2121EE06,2,2,ME512,,3/23/2021 15:52:15,,3/23/2021 15:52:15,CREDIT
2121HS05,2,2,HS713,,3/24/2021 09:44:55,,3/24/2021 09:44:55,CREDIT
2121MA08,2,2,MA529,,3/25/2021 12:57:03,,3/25/2021 12:57:03,CREDIT
2121HS06,2,2,HS711,,3/25/2021 11:55:34,,3/25/2021 11:55:34,CREDIT
2121EE03,2,2,EE534,,3/25/2021 15:11:31,,3/25/2021 15:11:31,CREDIT
2012MA07,3,3,MA591,,3/23/2021 18:30:03,,3/23/2021 18:30:03,CORE
1801CS37,7,7,CS544,,7/23/2021 10:35:01,,7/23/2021 10:35:01,Department Elective - IV
2012MA07,3,3,MA521,,3/23/2021 18:30:03,,3/23/2021 18:30:03,CORE
2012MA06,3,3,MA525,,3/22/2021 14:00:54,,3/22/2021 14:00:54,CORE
1801CE21,7,7,CE517,,7/23/2021 09:42:48,,7/23/2021 09:42:48,Department Elective - I
1801CS38,7,7,CS491,,7/23/2021 12:09:03,,7/23/2021 12:09:03,CORE
1801CS38,7,7,CS564,,7/23/2021 12:09:03,,7/23/2021 12:09:03,Department Elective - III
1801CS38,7,7,CS571,,7/23/2021 12:09:03,,7/23/2021 12:09:03,Department Elective - II
2012MA05,3,3,MA527,,3/24/2021 09:58:24,,3/24/2021 09:58:24,Elective - I
2012MA05,3,3,MA521,,3/24/2021 09:58:24,,3/24/2021 09:58:24,CORE
2012MA03,3,3,MA525,,3/24/2021 22:30:04,,3/24/2021 22:30:04,CORE
2012CH22,3,3,CH591,,3/23/2021 10:16:30,,3/23/2021 10:16:30,CORE
1801CB14,7,7,CB409,,7/23/2021 11:19:41,,7/23/2021 11:19:41,CORE
2012CH22,3,3,CH523,,3/23/2021 10:16:30,,3/23/2021 10:16:30,CORE
1801CE22,7,7,CE495,,7/24/2021 12:50:26,,7/24/2021 12:50:26,CORE
1801CS40,7,7,CS491,,7/23/2021 11:42:45,,7/23/2021 11:42:45,CORE
1801CE22,7,7,CE543,,7/24/2021 12:50:26,,7/24/2021 12:50:26,Department Elective - II
2012CH21,3,3,CH530,,3/23/2021 22:22:05,,3/23/2021 22:22:05,CORE
2012CH20,3,3,CH591,,3/23/2021 21:01:46,,3/23/2021 21:01:46,CORE
2012CH20,3,3,CH523,,3/23/2021 21:01:46,,3/23/2021 21:01:46,CORE
1801CB14,7,7,CB417,,7/23/2021 11:19:41,,7/23/2021 11:19:41,CORE
2012CH18,3,3,CH605,,3/23/2021 20:19:46,,3/23/2021 20:19:46,Elective - I
2012CH18,3,3,CH523,,3/23/2021 20:19:46,,3/23/2021 20:19:46,CORE
1801CS41,7,7,CS577,,7/23/2021 11:47:00,,7/23/2021 11:47:00,Department Elective - II
2012CH17,3,3,CH523,,3/24/2021 22:02:27,,3/24/2021 22:02:27,CORE
1801CS42,7,7,CS491,,7/23/2021 01:06:44,,7/23/2021 01:06:44,CORE
1801CS42,7,7,CS555,,7/23/2021 01:06:44,,7/23/2021 01:06:44,Department Elective - III
1801CS42,7,7,CS571,,7/23/2021 01:06:44,,7/23/2021 01:06:44,Department Elective - II
2012CH16,3,3,CH530,,3/25/2021 10:26:52,,3/25/2021 10:26:52,CORE
2012CH15,3,3,CH525,,3/25/2021 11:49:33,,3/25/2021 11:49:33,CORE
2012CH15,3,3,CH521,,3/25/2021 11:49:33,,3/25/2021 11:49:33,CORE
1801CS43,7,7,CS555,,7/23/2021 01:05:35,,7/23/2021 01:05:35,Department Elective - III
2012CH14,3,3,CH523,,3/25/2021 10:01:52,,3/25/2021 10:01:52,CORE
2012CH13,3,3,CH605,,3/25/2021 22:04:45,,3/25/2021 22:04:45,Elective - I
2012CH13,3,3,CH523,,3/25/2021 22:04:45,,3/25/2021 22:04:45,CORE
2012CH13,3,3,CH521,,3/25/2021 22:04:45,,3/25/2021 22:04:45,CORE
1801CS44,7,7,CS555,,7/23/2021 13:35:01,,7/23/2021 13:35:01,Department Elective - III
1801CS44,7,7,CS571,,7/23/2021 13:35:01,,7/23/2021 13:35:01,Department Elective - II
1801CS44,7,7,CS577,,7/23/2021 13:35:01,,7/23/2021 13:35:01,Department Elective - IV
2012CH12,3,3,CH521,,3/25/2021 21:20:29,,3/25/2021 21:20:29,CORE
1801CS45,7,7,CS491,,7/23/2021 11:44:12,,7/23/2021 11:44:12,CORE
1801CS45,7,7,CS564,,7/23/2021 11:44:12,,7/23/2021 11:44:12,Department Elective - III
2012CH11,3,3,CH527,,3/24/2021 23:55:56,,3/24/2021 23:55:56,CORE
2012CH11,3,3,CH521,,3/24/2021 23:55:56,,3/24/2021 23:55:56,CORE
1801CS45,7,7,HS451,,7/23/2021 11:44:12,,7/23/2021 11:44:12,Open Elective
1801CS46,7,7,CS491,,7/23/2021 12:34:15,,7/23/2021 12:34:15,CORE
1801CE26,7,7,PH401,,7/23/2021 19:43:54,,7/23/2021 19:43:54,Open Elective - III
2012CH10,3,3,CH521,,3/24/2021 22:19:33,,3/24/2021 22:19:33,CORE
1801CS46,7,7,CS577,,7/23/2021 12:34:15,,7/23/2021 12:34:15,Department Elective - IV
1801CS46,7,7,PH401,,7/23/2021 12:34:15,,7/23/2021 12:34:15,Open Elective
2012CH09,3,3,CH521,,3/23/2021 10:12:01,,3/23/2021 10:12:01,CORE
2012CH08,3,3,CH591,,3/23/2021 10:12:37,,3/23/2021 10:12:37,CORE
1801CS47,7,7,CS571,,7/23/2021 02:05:35,,7/23/2021 02:05:35,Department Elective - II
1801CS47,7,7,CS577,,7/23/2021 02:05:35,,7/23/2021 02:05:35,Department Elective - IV
1801CS47,7,7,PH401,,7/23/2021 02:05:35,,7/23/2021 02:05:35,Open Elective
1801CS48,7,7,CS491,,7/23/2021 11:55:55,,7/23/2021 11:55:55,CORE
2012CH07,3,3,CH591,,3/25/2021 21:55:07,,3/25/2021 21:55:07,CORE
2012CH07,3,3,CH523,,3/25/2021 21:55:07,,3/25/2021 21:55:07,CORE
2012CH06,3,3,CH605,,3/24/2021 22:10:36,,3/24/2021 22:10:36,Elective - I
2012CH06,3,3,CH525,,3/24/2021 22:10:36,,3/24/2021 22:10:36,CORE
2012CH05,3,3,CH527,,3/24/2021 20:26:15,,3/24/2021 20:26:15,CORE
2012CH04,3,3,CH591,,3/25/2021 16:24:03,,3/25/2021 16:24:03,CORE
2012CH03,3,3,CH605,,3/22/2021 09:34:51,,3/22/2021 09:34:51,Elective - I
2012CH03,3,3,CH523,,3/22/2021 09:34:51,,3/22/2021 09:34:51,CORE
2012CH02,3,3,CH525,,3/25/2021 21:47:15,,3/25/2021 21:47:15,CORE
2012CH01,3,3,CH527,,3/24/2021 22:08:24,,3/24/2021 22:08:24,CORE
2011MT19,3,3,MH603,,3/22/2021 21:31:57,,3/22/2021 21:31:57,CORE
2011MT17,3,3,MH603,,3/22/2021 12:18:48,,3/22/2021 12:18:48,CORE
1801CB09,7,7,CB409,,7/23/2021 21:51:55,,7/23/2021 21:51:55,CORE
2011MT08,3,3,MH603,,3/24/2021 13:13:23,,3/24/2021 13:13:23,CORE
2011MM15,3,3,MM603,,3/24/2021 22:58:32,,3/24/2021 22:58:32,CORE
2011MM06,3,3,MM603,,3/22/2021 12:14:47,,3/22/2021 12:14:47,CORE
2011ME20,3,3,ME603,,3/22/2021 20:47:27,,3/22/2021 20:47:27,CORE
2011ME12,3,3,ME603,,04-07-2021 11:08,,04-07-2021 11:08,CORE
2011ME01,3,3,ME603,,3/25/2021 14:31:09,,3/25/2021 14:31:09,CORE
2011MC12,3,3,MA603,,3/25/2021 10:00:35,,3/25/2021 10:00:35,CORE
1801CS52,7,7,CS555,,7/23/2021 01:56:19,,7/23/2021 01:56:19,Department Elective - III
1801CB15,7,7,CB503,,7/23/2021 11:49:54,,7/23/2021 11:49:54,Open Elective - III
2011MC04,3,3,MA603,,3/25/2021 09:37:31,,3/25/2021 09:37:31,CORE
2011EE32,3,3,EE518,,3/23/2021 23:45:07,,3/23/2021 23:45:07,CORE
2011EE26,3,3,EE518,,3/25/2021 21:23:29,,3/25/2021 21:23:29,CORE
1801CS53,7,7,CS564,,7/23/2021 10:13:46,,7/23/2021 10:13:46,Department Elective - III
1801CS53,7,7,CS571,,7/23/2021 10:13:46,,7/23/2021 10:13:46,Department Elective - II
2011EE17,3,3,EE595,,3/25/2021 03:02:40,,3/25/2021 03:02:40,CORE
2121CS17,2,2,CS561,,3/23/2021 11:54:29,,3/23/2021 11:54:29,CREDIT
2121CH05,2,2,CH605,,3/25/2021 15:40:06,,3/25/2021 15:40:06,CREDIT
1801CS54,7,7,CS555,,7/23/2021 01:03:53,,7/23/2021 01:03:53,Department Elective - III
1801CS54,7,7,CS571,,7/23/2021 01:03:53,,7/23/2021 01:03:53,Department Elective - II
1801CE31,7,7,CE545,,7/23/2021 09:42:57,,7/23/2021 09:42:57,Department Elective - II
2121CB12,2,2,CH601,,3/26/2021 08:21:18,,3/26/2021 08:21:18,CREDIT
2121CB11,2,2,CE571,,3/23/2021 21:42:09,,3/23/2021 21:42:09,CREDIT
1801CS55,7,7,CS564,,7/23/2021 13:40:34,,7/23/2021 13:40:34,Department Elective - III
1801CS55,7,7,CS571,,7/23/2021 13:40:34,,7/23/2021 13:40:34,Department Elective - II
2113CS01,2,2,CS515,,7/23/2021 13:01:38,,7/23/2021 13:01:38,CORE
2021MA18,3,3,MA531,,3/22/2021 09:54:52,,3/22/2021 09:54:52,AUDIT
2012PH24,3,3,PH591,,3/25/2021 10:07:25,,3/25/2021 10:07:25,CORE
2012PH22,3,3,PH527,,3/25/2021 19:33:33,,3/25/2021 19:33:33,CORE
2012PH21,3,3,PH601,,3/22/2021 10:38:06,,3/22/2021 10:38:06,Elective - I
2012PH20,3,3,PH601,,3/25/2021 11:02:34,,3/25/2021 11:02:34,Elective - I
2012PH20,3,3,PH591,,3/25/2021 11:02:34,,3/25/2021 11:02:34,CORE
1801CS58,7,7,CS491,,7/23/2021 00:21:28,,7/23/2021 00:21:28,CORE
1801CB09,7,7,PH401,,7/23/2021 21:51:55,,7/23/2021 21:51:55,Open Elective - III
2012PH19,3,3,PH527,,3/25/2021 09:45:10,,3/25/2021 09:45:10,CORE
1801CS58,7,7,CS577,,7/23/2021 00:21:28,,7/23/2021 00:21:28,Department Elective - IV
1801CS58,7,7,PH401,,7/23/2021 00:21:28,,7/23/2021 00:21:28,Open Elective
1801CE32,7,7,CE571,,7/23/2021 21:38:00,,7/23/2021 21:38:00,Department Elective - III
2012PH18,3,3,PH521,,3/23/2021 02:39:57,,3/23/2021 02:39:57,CORE
2012PH17,3,3,PH525,,3/24/2021 22:51:31,,3/24/2021 22:51:31,CORE
2012PH16,3,3,PH527,,3/24/2021 20:07:49,,3/24/2021 20:07:49,CORE
2012PH15,3,3,PH525,,3/22/2021 18:54:16,,3/22/2021 18:54:16,CORE
1801CS60,7,7,CS491,,7/23/2021 10:17:24,,7/23/2021 10:17:24,CORE
1801CS60,7,7,CS564,,7/23/2021 10:17:24,,7/23/2021 10:17:24,Department Elective - III
1801CS60,7,7,CS571,,7/23/2021 10:17:24,,7/23/2021 10:17:24,Department Elective - II
1801CS60,7,7,CS577,,7/23/2021 10:17:24,,7/23/2021 10:17:24,Department Elective - IV
1801CS60,7,7,PH401,,7/23/2021 10:17:24,,7/23/2021 10:17:24,Open Elective
2012PH14,3,3,PH527,,3/25/2021 09:08:50,,3/25/2021 09:08:50,CORE
1801CS01,7,7,PH401,,7/23/2021 02:00:11,,7/23/2021 02:00:11,Open Elective
1801CS61,7,7,CS571,,7/23/2021 10:12:12,,7/23/2021 10:12:12,Department Elective - II
1801CB18,7,7,CB417,,7/23/2021 10:12:37,,7/23/2021 10:12:37,CORE
2012PH12,3,3,PH601,,3/24/2021 23:19:21,,3/24/2021 23:19:21,Elective - I
1801CS02,7,7,CS564,,7/23/2021 10:07:02,,7/23/2021 10:07:02,Department Elective - III
2012PH11,3,3,PH604,,3/24/2021 20:13:12,,3/24/2021 20:13:12,Elective - I
1801CS62,7,7,CS571,,7/23/2021 10:17:29,,7/23/2021 10:17:29,Department Elective - II
1801CS62,7,7,CS577,,7/23/2021 10:17:29,,7/23/2021 10:17:29,Department Elective - IV
1801CS02,7,7,CS577,,7/23/2021 10:07:02,,7/23/2021 10:07:02,Department Elective - IV
2012PH11,3,3,PH521,,3/24/2021 20:13:12,,3/24/2021 20:13:12,CORE
2012PH10,3,3,PH523,,3/22/2021 19:43:34,,3/22/2021 19:43:34,CORE
1801CS63,7,7,CS571,,7/23/2021 10:16:56,,7/23/2021 10:16:56,Department Elective - II
1801CS04,7,7,CS491,,7/23/2021 12:19:37,,7/23/2021 12:19:37,CORE
1801CS63,7,7,PH401,,7/23/2021 10:16:56,,7/23/2021 10:16:56,Open Elective
1801CS64,7,7,CS491,,7/23/2021 01:14:27,,7/23/2021 01:14:27,CORE
2012PH09,3,3,PH591,,3/24/2021 18:32:04,,3/24/2021 18:32:04,CORE
1801CB19,7,7,CB401,,7/23/2021 11:58:41,,7/23/2021 11:58:41,CORE
2012PH08,3,3,PH591,,3/25/2021 19:14:28,,3/25/2021 19:14:28,CORE
2012PH08,3,3,PH525,,3/25/2021 19:14:28,,3/25/2021 19:14:28,CORE
1801CS65,7,7,CS491,,7/23/2021 01:06:11,,7/23/2021 01:06:11,CORE
2012PH07,3,3,PH527,,3/23/2021 20:02:12,,3/23/2021 20:02:12,CORE
1801CS65,7,7,CS571,,7/23/2021 01:06:11,,7/23/2021 01:06:11,Department Elective - II
1801CS65,7,7,CS577,,7/23/2021 01:06:11,,7/23/2021 01:06:11,Department Elective - IV
1801CS65,7,7,PH401,,7/23/2021 01:06:11,,7/23/2021 01:06:11,Open Elective
1801CS67,7,7,CS491,,7/23/2021 11:16:31,,7/23/2021 11:16:31,CORE
1801CS67,7,7,CS555,,7/23/2021 11:16:31,,7/23/2021 11:16:31,Department Elective - III
1801CS67,7,7,CS571,,7/23/2021 11:16:31,,7/23/2021 11:16:31,Department Elective - II
1801CS67,7,7,CS577,,7/23/2021 11:16:31,,7/23/2021 11:16:31,Department Elective - IV
1801CS05,7,7,CS577,,7/23/2021 10:09:43,,7/23/2021 10:09:43,Department Elective - IV
2012PH06,3,3,PH521,,3/25/2021 08:32:48,,3/25/2021 08:32:48,CORE
2012PH05,3,3,PH527,,3/24/2021 21:41:01,,3/24/2021 21:41:01,CORE
2012PH04,3,3,PH523,,3/24/2021 22:55:50,,3/24/2021 22:55:50,CORE
2012PH02,3,3,PH525,,3/22/2021 20:57:20,,3/22/2021 20:57:20,CORE
2012PH02,3,3,PH521,,3/22/2021 20:57:20,,3/22/2021 20:57:20,CORE
2012PH01,3,3,PH521,,3/25/2021 02:32:38,,3/25/2021 02:32:38,CORE
2012MA24,3,3,MA523,,3/22/2021 10:22:49,,3/22/2021 10:22:49,CORE
2012MA22,3,3,MA529,,3/23/2021 21:53:26,,3/23/2021 21:53:26,Elective - I
2012MA21,3,3,MA591,,3/23/2021 17:44:41,,3/23/2021 17:44:41,CORE
2012MA20,3,3,MA525,,3/24/2021 18:48:23,,3/24/2021 18:48:23,CORE
2012MA19,3,3,MA529,,3/25/2021 21:53:17,,3/25/2021 21:53:17,Elective - II
2012MA18,3,3,MA523,,3/22/2021 21:27:17,,3/22/2021 21:27:17,CORE
2012MA16,3,3,MA591,,3/24/2021 16:28:39,,3/24/2021 16:28:39,CORE
2012MA16,3,3,MA525,,3/24/2021 16:28:39,,3/24/2021 16:28:39,CORE
2012MA16,3,3,MA521,,3/24/2021 16:28:39,,3/24/2021 16:28:39,CORE
